Rank,Name,Japanese_name,Type,Episodes,Studio,Release_season,Tags,Rating,Release_year,End_year,Description,Content_Warning,Related_Mange,Related_anime,Voice_actors,staff
11241,Pororo the Little Penguin, Porong Porong Pororo,TV   ,52.0,,,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Birds, Family Friendly, Korean Animation, Non-Human Protagonists, Penguins, Short Episodes, CG Animation",3.15,2003.0,2004.0,"Pororo is a little penguin, living in Antarctica. He gets up to adventures with his friends: Poby the polar bear, Loopy the beaver, Harry the hummingbird, Crong the dinosaur, Petty the penguin, and Eddy the fox.",,,"Pororo to the Cookie Castle, Pororo the Little Penguin 2, Pororo the Little Penguin 3, Pororo the Little Penguin 4, Porong Porong Rescue Mission, Pororo the Little Penguin: The Racing Adventure, Pororo the Little Penguin 5, Porong Porong: Snow Fairy Adventure, Pororo the Little Penguin 6","Crong : Tomoko Kaneda, Eddy : Rica Matsumoto, Loopy : Yukiko Takaguchi, Poby : Hitoshi Bifu, Pororo : Kumiko Watanabe",
11242,Tomoe ga Yuku!,,OVA  ,2.0,Ginga Teikoku,,"Action, Drama, Romance, Shoujo, Based on a Manga",3.15,1991.0,1992.0,"Former roller-skating delinquent Tomoe Oujima has been scouted by stunt training school Green Ship. Her romance with trainer Kazusa Himuro is cut off when she discovers that the school is secretly training assassins and guerrilla fighters. An undercover cop asks her to warn one Iori Toujou that he's being targeted. When Tomoe reluctantly escapes from Green Ship and goes to warn Toujou, she finds that he's the adopted heir of a business magnate whose family wants to get rid of him, and Himuro's organization has been hired for that job. Tomoe vows to protect Iori from Kazusa.",,Tomoe ga Yuku!,,"Tomoe Oujima, Iori Tojo, Kazusa Himuro, Yoshitaki, Chairman, Chairman'S Wife, Kai, Kaori, Yumi Tamura
Original Creator, Takaaki Ishiyama
Director & Sound Director, Shinichi Ishihara
Music, Matsuri Okuda
Character Design","Yumi Tamura : Original Creator, Takaaki Ishiyama : Director & Sound Director, Shinichi Ishihara : Music, Matsuri Okuda : Character Design"
11243,House of Flame," Kataku: Nou ""Motometsuka"" yori",Movie,,,,"Shorts, Stop Motion Animation",3.15,1979.0,,"On his way to the capital, a wandering monk arrives in the small hamlet of Ikuta looking for a legendary monument known as the Seeker’s Mound. When he gets no hint to its whereabouts after asking the local women, he heads to the river, only to be approached by a mysterious solitary maiden claiming to know the place well. After leading the monk to the mound, she begins to tell him its tragic tale and that of the beautiful Maid of Unai who lays buried there...",,,,"Maid Of Unai, Poet, Travelling Monk, Warrior, Kihachiro Kawamoto
Director, Toru Takemitsu
Music","Kihachiro Kawamoto : Director, Toru Takemitsu : Music"
11244,URSA minor BLUE, Ginga no Uo URSA minor BLUE,OVA  ,1.0,Project Team Sara,,"Adventure, Fantasy, Astronomy, Shorts",3.15,1993.0,,"In a small observatory on a tranquil sea, a boy and his grandfather live in peace, fishing and looking at the stars. That is, until one day, the boy discovers that an extra star has been added to the Ursa Minor constellation, changing its form from a bear to a fish. Now, with the evil beast ravaging the stars and destroying anything it touches, the duo must set sail to find a weapon of immense power capable of vanquishing the fierce creature of the sea and restoring Ursa Minor back to its original form…",,,,"Yuri : Shouhei Ayukawa, Yuri'S Grandfather : Ichiro Nagai, Wizard, Danas, Shigeru Tamura
Director, Utollo Teshikai
Music, Shinichi Ishihara
Music, Kaoru Matsuzaki
Producer, Mitsuo Shionaga
Producer, Tomiyo Hiruta
Producer","Shigeru Tamura : Director, Utollo Teshikai : Music, Shinichi Ishihara : Music, Kaoru Matsuzaki : Producer, Mitsuo Shionaga : Producer, Tomiyo Hiruta : Producer"
11245,The Rolling Girls,,TV   ,12.0,WIT Studio,Winter,"Action, Adventure, Comedy, Superpowers, Original Work",3.15,2015.0,,"In the wake of the Great Tokyo War, Japan, as the world once knew it, no longer exists. What remains is a fragmented network of independent nations ruled by heroes known as Bests. Each Best commands an army made of the Rest as they seek to conquer anyone in their path. Enter Nozomi, Yukina, Ai, and Chiaya. These four intrepid and adorable girls are ordered by their Best to travel across the country by motorcycle, keeping a watchful eye on the field of battle wherever they encounter violence between warring nations!",,"The Rolling Girls: Inspiration x Traveler, The Rolling Girls",The Rolling Girls Specials,"Ai Hibiki : Risa Taneda, Chiaya Misono : Yumiri Hanamori, Nozomi Moritomo : Ari Ozawa, Yukina Kosaka : Rina Hidaka, Haruka Misono : Sayaka Oohara, Kuniko Shigyo : Fuyuka Ooura, Kuranosuke Momiyama : Tomokazu Seki, Masami Utoku : Ayumi Fujimura, Kotomi Deai
Director, Katsuhiko Kitada
Character Design, Yuuko Kobari
Color Design, George Wada
Producer, Toshihiro Maeda
Producer, Tetsuya Kinoshita
Producer, Kozue Kaneniwa
Producer, Fumi Teranishi
Producer","Kotomi Deai : Director, Katsuhiko Kitada : Character Design, Yuuko Kobari : Color Design, George Wada : Producer, Toshihiro Maeda : Producer, Tetsuya Kinoshita : Producer, Kozue Kaneniwa : Producer, Fumi Teranishi : Producer"
11246,Nameko: Sekai no Tomodachi,,TV   ,26.0,Studio DEEN,Spring,"Comedy, Fantasy, Slice of Life, Anthropomorphic, Food Protagonists, Non-Human Protagonists, Short Episodes, Based on a Mobile Game",3.15,2016.0,2017.0,"""Nameko forest"" gathers nameko mushrooms from all over the world. In order to introduce the charismatic forest, a group of nameko mushroom receptionists formed a team known as ""Nameko forest Universal Ranger"" (NUR) to welcome its visitors.",,Nameko Bungaku Zenshuu: Nameko de Wakaru Meisaku Bungaku,The Nameko Families,"Nameko : Haruka Fukuhara, Love Nameko : Atsumi Tanezaki, Nameko-Senpai : Kunihiro Kawamoto, Perot : Mayumi Iizuka, Robo Nameko : Kouki Miyata, Hiroshi Watanabe
Director, Tomohito Oosaki
Character Design","Hiroshi Watanabe : Director, Tomohito Oosaki : Character Design"
11247,Totan Yane no Waltz, Minna no Uta: Totan Yane no Waltz,Music,,,,Minna no Uta,3.15,1985.0,,No synopsis yet - check back soon!,,,,"Junko Kudou
Music",Junko Kudou : Music
11248,Donna Donna, Minna no Uta: Donna Donna,Music,,,,"Slice of Life, Agriculture, Minna no Uta",3.15,1966.0,,No synopsis yet - check back soon!,,,,,
11249,Hulaing Babies Aratame: Staying Babies Special,,Web  ,1.0,Fukushima Gaina,Summer,"Comedy, Original Work",3.15,2020.0,,No synopsis yet - check back soon!,,,Hulaing Babies Aratame: Staying Babies,"Ikefumi Ayame, Mona Katsuragawa, Suzu Yamashina, Chizuru, Shiina Shikanohata",
11250,Nameless Flipbook,,Web  ,1.0,,,Abstract,3.15,2009.0,,No synopsis yet - check back soon!,,,,"Rabbit Machine
Director",Rabbit Machine : Director
11251,GReeeeN: Hello Kagerou,,Music,,,,"Romance, School Life",3.15,2018.0,,No synopsis yet - check back soon!,,,,"Greeeen
Music",Greeeen : Music
11252,Marie's Sugar Plum,,Movie,,,,"Fantasy, Shorts",3.15,2013.0,,Marie has lost the precious memories of her mother and her magic spell. One day she meets a mysterious nutcracker in her dream and strays off into an extraordinary world.,,,,Marie,
11253,Super Atragon, Shin Kaitei Gunkan,OVA  ,2.0,Phoenix Entertainment,,"Adventure, Sci Fi, Historical, Military, War, World War 2",3.15,1995.0,1996.0,"During WWII, the Japanese discovered a mysterious source of energy which they used to power their most advanced battleship, the Ra. Unfortunately for them, so did the Americans; and as the two ships faced each other in battle, both were sunk and their secrets were lost at the bottom of the sea. Decades later, Go and Annette embark on a UN mission to investigate strange phenomena near the South Pole… or so they think. As Go discovers truth behind Ra’s origins, he and Annette must enter a desperate war where the fate of humanity lies at stake.",,,,"Annette : Junko Iwao, Avatar : Kikuko Inoue, Go Arisaka : Tomokazu Seki, Koutarou Nishimura : Shinsuke Chikaishi, Magane Hyuga : Tetsuro Sagawa, Mitsugu Kageyama : Kaneto Shiozawa, Kazuyoshi Katayama
Director, Mitsuo Fukuda
Director, Masamichi Amano
Music, Yoshikazu Yasuhiko
Character Design, Shigeru Nishiyama
Editor, Nobuaki Kishima
Screenplay","Kazuyoshi Katayama : Director, Mitsuo Fukuda : Director, Masamichi Amano : Music, Yoshikazu Yasuhiko : Character Design, Shigeru Nishiyama : Editor, Nobuaki Kishima : Screenplay"
11254,Ultraman Kids no Kotowaza Monogatari,,TV   ,26.0,Tsuburaya Productions,,"Adventure, Sci Fi, Family Friendly, Kaijuu, Monsters, Short Episodes, Superheroes, Tokusatsu",3.15,1986.0,,"School life is anything but dull for Maa, Sebu, Taa and the rest of a class full of child superheroes and monsters. Between playing soccer and other lively activities, the kids learn valuable lessons along the way such as the best way to make sure one's homework gets done.",,Ultraman,"Ultraman USA, Ultraman Graffiti, Ultraman Kids: Haha wo Tazunete 3000-man Kounen, The Ultraman (2015), Ultraman, Ultraman 2nd Season","Maa : Fushigi Yamada, Piko : Keiko Han, Ruuki : Noriko Tsukase, Ruuto, Sebu : Masako Sugaya, Taa, Bal : Hiroshi Otake, Gattsun : Kaneta Kimotsuki, Masayoshi Ozaki
Director, Shunsuke Kikuchi
Music, Kakuko Shinozaki
Character Design","Masayoshi Ozaki : Director, Shunsuke Kikuchi : Music, Kakuko Shinozaki : Character Design"
11255,Orchestra,,Other,,,,"Abstract, Black and White, Classical Music, Music, Shorts",3.15,2008.0,,The harmony performed by players who drawn by lines metamorphose.,,,,"Masaki Okuda
Director, Ryo Okawara
Director, Yutaro Ogawa
Director, Ludwig Van Beethoven
Music","Masaki Okuda : Director, Ryo Okawara : Director, Yutaro Ogawa : Director, Ludwig Van Beethoven : Music"
11256,Hoshi Uranai Kira Kira, Minna no Uta: Hoshi Uranai Kira Kira,Music,,,,"Family Friendly, Minna no Uta",3.15,1983.0,,No synopsis yet - check back soon!,,,,,
11257,Kappa no Kaikata, How to Breed Kappas,TV   ,26.0,Picture Magic,Fall ,"Comedy, Seinen, Slice of Life, Japanese Mythology, Pets, Short Episodes, Youkai, Based on a Manga",3.15,2004.0,2005.0,"Kappas (Water Imps) and humans have a long history together in Japan, and in today's urbanised world, kappas can be purchased as pets. This is what a young man decides to do, and names his water imp 'Kaatan'. With no prior experience of keeping kappas, the new pet-owner consults a 'How to Raise a Water Imp' manual. He cares for, tames, and trains Kaatan, enjoying the imp's charms and patiently enduring his messes! Whether it's potty training or going out to play with other kappas, there's always an adventure for Kaatan and his new owner.",,Kappa no Kaikata,,"Kaatan : Chiro Kanzaki, Watashi : Masato Hagiwara, Chii : Yoshihiro Takayama, Kakkan : Junko Takeuchi, Misako Sakamoto : Nao Yamauchi, Yugo Ishikawa
Original Creator",Yugo Ishikawa : Original Creator
11258,Takunomi.,,TV   ,12.0,Production IMS,Winter,"Comedy, Shounen, Slice of Life, Alcohol, Boarding House, Food and Beverage, Neighbors, Based on a Manga",3.14,2018.0,,"Takunomi. follows the story of Michiru Amatsuki, a 20-year-old woman who just moved to Tokyo to change jobs. She lives in apartment 101 of Stella House Haruno, an all-female boarding house. There, she meets other women of different ages, jobs, and personalities. They all have something in common though: their love for good food and drinks.",,Takunomi.,,"Kae Midorikawa : Mikako Komatsu, Makoto Kiriyama : Maaya Uchida, Michiru Amatsuki : Ayaka Imamura, Nao Kiriyama : Chika Anzai, Company President : Nobuo Tobita, Hanamori : Kiyono Yasuno, Nao And Makoto'S Mother : Ruriko Aoki, Haruto Hino
Original Creator, Tomoki Kobayashi
Director, Shinpei Kobayashi
Character Design, Atsushi Yoshikawa
Producer, Kishou Tsurita
Producer, Atsushi Chiku
Producer, Takaaki Nakanome
Producer, Tomoyuki Oohashi
Producer","Haruto Hino : Original Creator, Tomoki Kobayashi : Director, Shinpei Kobayashi : Character Design, Atsushi Yoshikawa : Producer, Kishou Tsurita : Producer, Atsushi Chiku : Producer, Takaaki Nakanome : Producer, Tomoyuki Oohashi : Producer"
11259,Taiko Super Kicks: Many Shapes,,Music,,Furifurisoshiki,,Abstract,3.14,2016.0,,No synopsis yet - check back soon!,,,,"Soshiki Hakase
Director, Taiko Super Kicks
Music","Soshiki Hakase : Director, Taiko Super Kicks : Music"
11260,Elsword: Ain-ui Gieog Animation,,Web  ,1.0,DR Movie,,"Action, Fantasy, Korean Animation, Magic, Shorts, Based on a Video Game",3.14,2016.0,,No synopsis yet - check back soon!,,,Elsword: El-ui Yeoin,"Ainchase Ishmael, Elsword, Aisha, Chung, Elesis, Eve, Rena",
11261,Muv-Luv Alternative,,TV   ,12.0,TYO Animations,Fall ,"Action, Mecha, Sci Fi, Based on an Eroge, Based on a Visual Novel",3.14,2021.0,,"A story of the bonds between those who fight, in a world pushed to its limits. On one of the countless parallel worlds that exist throughout spacetime, humanity has fought a decades long war against the BETA, hostile extraterrestrial invaders, using humanoid fighting machines called Tactical Surface Fighters. This is a story of how humanity lives and dies while on the brink of extinction…",,"MuvLuv (Light Novel), Muv-Luv Alternative, Muv-Luv Alternative: Total Eclipse (Light Novel), Muv-Luv Alternative: Total Eclipse",Muv-Luv Alternative 2nd Season,"Meiya Mitsurugi : Karin Nanami, Takeru Shirogane : Kouichi Kamiki, Chizuru Sakaki : Miku Itou, Kasumi Yashiro : Kanon Takao, Kei Ayamine : Iori Saeki, Marimo Jinguuji : Sayumi Watabe, Miki Tamase : Takako Tanaka, Mikoto Yoroi : Lynn, Yukio Nishimoto
Director, Tatsuhiko Urahata
Series Composition, Evan Call
Music, Takuya Tani
Character Design, Ayako Tan
Editor","Yukio Nishimoto : Director, Tatsuhiko Urahata : Series Composition, Evan Call : Music, Takuya Tani : Character Design, Ayako Tan : Editor"
11262,Horus: Prince of the Sun,"Alt titles: Taiyou no Ouj Horus no Daibouken, The Little Norse Prince",Movie,,Toei Animation,,"Adventure, Fantasy, Magic, Original Work",3.14,1968.0,,"Grunwald, an evil demon, is threatening the fantasy world of old, and only young Horus has the power to destroy him. Armed with the legendary Sword of the Sun (that he plucked from the shoulder of a rock monster, no less), Horus must make new friends (including the beautiful siren Hilda and a whole town full of villagers) and overcome treachery and hardships to defeat the evil Grunwald and restore peace to mankind!",,,,"Hilda : Etsuko Ichihara, Hols : Hisako Okata, Grunwald : Mikijiro Hira, Boldo : Tadashi Yokouchi, Chaharu : Tokuko Sugiyama, Chiro : Noriko Ohara, Dorago : Yasushi Nagata, Freppu : Junko Hori, Isao Takahata
Director, Michio Mamiya
Music, Yoichi Kotabe
Character Design, Hiroshi Okawa
Producer, Hayao Miyazaki
Key Animator","Isao Takahata : Director, Michio Mamiya : Music, Yoichi Kotabe : Character Design, Hiroshi Okawa : Producer, Hayao Miyazaki : Key Animator"
11263,Luna Varga, Majuu Senshi Luna Varga,OVA  ,4.0,AIC,,"Action, Adventure, Comedy, Fantasy, Body Sharing, Dinosaurs, Magic, Swordplay, Based on a Light Novel, Nudity",3.14,1991.0,,"The kingdom of Rimbell is home to three princesses -- one of whom is Luna, a tomboyish, feisty girl with a knack for swordfighting. When the nearby empire of Dunbas sends an attack, Luna mistakenly discovers and accepts a great power to save the kingdom, which fuses her body with... a giant dinosaur?! Now, Luna and her Varga must defend the kingdom and rescue her kidnapped sister, while trying to stay as unnoticed as possible.",Nudity,Majuu Senshi Luna Varga (Light Novel),,"Luna : Michie Tomizawa, Bato Robisu : Banjou Ginga, Gilbert :  Kazuhiko Inoue, Girus : Nobuyuki Furuta, Loco : Eiko Yamada, Miru Yude : Keiichi Nanba, Rona Rapier : Hiromi Tsuru, Varga : Yusaku Yara, Shigenori Kiyoyama
Director, Shigenori Kageyama
Director & Storyboard, Kenji Kawai
Music","Shigenori Kiyoyama : Director, Shigenori Kageyama : Director & Storyboard, Kenji Kawai : Music"
11264,Mashiroiro Symphony: The Color of Lovers Picture Drama,,DVD S,,Manglobe,,"Picture Drama, Based on an Eroge, Based on a Visual Novel",3.14,2012.0,,No synopsis yet - check back soon!,,"Mashiroiro Symphony, Mashiroiro Symphony 4-koma, Mashiroiro Symphony: Wind of Silk, Mashiroiro Symphony: Twinkle Moon","Mashiroiro Symphony: The Color of Lovers, Mashiroiro Symphony: Airi ga Anata no Kanojo ni!?","Angelina Nanatsu Sewell : Oma Ichimura, Sakuno Uryuu : Mai Goto, Sana Inui : Mayumi Yoshida, Shingo",
11265,"Neko no Dayan, Nihon e Iku",,TV   ,12.0,Kachidoki Studio,Fall ,"Fantasy, Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists",3.14,2015.0,2016.0,Second season of Neko no Dayan.,,,"Neko no Dayan, Neko no Dayan: Fushigi Gekijou, Neko no Dayan 4th Season","Dayan, Hazumu Sakuta
Director",Hazumu Sakuta : Director
11266,Potential 0: Shinigami no Guitar,,Music,,,,"Music, Vocaloid",3.14,2014.0,,No synopsis yet - check back soon!,,,,"Potential 0
Producer",Potential 0 : Producer
11267,Yu Tokiwa: Hitorikiri no Parade, Yu Tokiwa: A Single Person Parade,Music,,,,Chibi,3.14,2017.0,,No synopsis yet - check back soon!,,,,"Miku Hatsune, Yu Tokiwa
Music, Oster Project
Producer","Yu Tokiwa : Music, Oster Project : Producer"
